NOM,ways_points,geometry,centroid_x,centroid_y,True color,True color 20cm,structure,texture,couleur,surface(ha),typologie,especes_cultivés,Micro_el,Macro_el,ph,Roche_mère,True_color,True_color_20cm
G3105,"284979.4599999979,714775.7600000018;284984.4599999979,714775.7600000018;284984.4599999979,714774.2321747234;284979.4599999979,714771.153517798;284979.4599999979,714775.7600000018","POLYGON ((284979.4599999979 714775.7600000018, 284984.4599999979 714775.7600000018, 284984.4599999979 714774.2321747234, 284979.4599999979 714771.153517798, 284979.4599999979 714775.7600000018))",284981.5417706468,714774.0976646624,,,,,,,,,,,,,,
G3106,"284979.4599999979,714775.7600000018;284979.4599999979,714780.7600000018;284984.4599999979,714780.7600000018;284984.4599999979,714775.7600000018;284979.4599999979,714775.7600000018","POLYGON ((284979.4599999979 714775.7600000018, 284979.4599999979 714780.7600000018, 284984.4599999979 714780.7600000018, 284984.4599999979 714775.7600000018, 284979.4599999979 714775.7600000018))",284981.9599999979,714778.2600000018,,,,,,,,,,,,,,
G3107,"284979.4599999979,714780.7600000018;284979.4599999979,714785.7600000018;284984.4599999979,714785.7600000018;284984.4599999979,714780.7600000018;284979.4599999979,714780.7600000018","POLYGON ((284979.4599999979 714780.7600000018, 284979.4599999979 714785.7600000018, 284984.4599999979 714785.7600000018, 284984.4599999979 714780.7600000018, 284979.4599999979 714780.7600000018))",284981.9599999979,714783.2600000018,,,,,,,,,,,,,,
G3108,"284979.4599999979,714785.7600000018;284979.4599999979,714790.7600000018;284984.4599999979,714790.7600000018;284984.4599999979,714785.7600000018;284979.4599999979,714785.7600000018","POLYGON ((284979.4599999979 714785.7600000018, 284979.4599999979 714790.7600000018, 284984.4599999979 714790.7600000018, 284984.4599999979 714785.7600000018, 284979.4599999979 714785.7600000018))",284981.9599999979,714788.2600000018,,,,,,,,,,,,,,
G3109,"284979.4599999979,714790.7600000018;284979.4599999979,714795.7600000018;284984.4599999979,714795.7600000018;284984.4599999979,714790.7600000018;284979.4599999979,714790.7600000018","POLYGON ((284979.4599999979 714790.7600000018, 284979.4599999979 714795.7600000018, 284984.4599999979 714795.7600000018, 284984.4599999979 714790.7600000018, 284979.4599999979 714790.7600000018))",284981.9599999979,714793.2600000018,,,,,,,,,,,,,,
G3110,"284979.4599999979,714795.7600000018;284979.4599999979,714800.7600000018;284984.4599999979,714800.7600000018;284984.4599999979,714795.7600000018;284979.4599999979,714795.7600000018","POLYGON ((284979.4599999979 714795.7600000018, 284979.4599999979 714800.7600000018, 284984.4599999979 714800.7600000018, 284984.4599999979 714795.7600000018, 284979.4599999979 714795.7600000018))",284981.9599999979,714798.2600000018,,,,,,,,,,,,,,
G3111,"284979.4599999979,714800.7600000018;284979.4599999979,714805.7600000018;284984.4599999979,714805.7600000018;284984.4599999979,714800.7600000018;284979.4599999979,714800.7600000018","POLYGON ((284979.4599999979 714800.7600000018, 284979.4599999979 714805.7600000018, 284984.4599999979 714805.7600000018, 284984.4599999979 714800.7600000018, 284979.4599999979 714800.7600000018))",284981.9599999979,714803.2600000018,,,,,,,,,,,,,,
G3112,"284979.4599999979,714805.7600000018;284979.4599999979,714810.7600000018;284984.4599999979,714810.7600000018;284984.4599999979,714805.7600000018;284979.4599999979,714805.7600000018","POLYGON ((284979.4599999979 714805.7600000018, 284979.4599999979 714810.7600000018, 284984.4599999979 714810.7600000018, 284984.4599999979 714805.7600000018, 284979.4599999979 714805.7600000018))",284981.9599999979,714808.2600000018,,,,,,,,,,,,,,
G3113,"284979.4599999979,714810.7600000018;284979.4599999979,714815.7600000018;284984.4599999979,714815.7600000018;284984.4599999979,714810.7600000018;284979.4599999979,714810.7600000018","POLYGON ((284979.4599999979 714810.7600000018, 284979.4599999979 714815.7600000018, 284984.4599999979 714815.7600000018, 284984.4599999979 714810.7600000018, 284979.4599999979 714810.7600000018))",284981.9599999979,714813.2600000018,,,,,,,,,,,,,,
G3114,"284979.4599999979,714815.7600000018;284979.4599999979,714820.7600000018;284984.4599999979,714820.7600000018;284984.4599999979,714815.7600000018;284979.4599999979,714815.7600000018","POLYGON ((284979.4599999979 714815.7600000018, 284979.4599999979 714820.7600000018, 284984.4599999979 714820.7600000018, 284984.4599999979 714815.7600000018, 284979.4599999979 714815.7600000018))",284981.9599999979,714818.2600000018,,,,,,,,,,,,,,
G3115,"284979.4599999979,714820.7600000018;284979.4599999979,714825.7600000018;284984.4599999979,714825.7600000018;284984.4599999979,714820.7600000018;284979.4599999979,714820.7600000018","POLYGON ((284979.4599999979 714820.7600000018, 284979.4599999979 714825.7600000018, 284984.4599999979 714825.7600000018, 284984.4599999979 714820.7600000018, 284979.4599999979 714820.7600000018))",284981.9599999979,714823.2600000018,,,,,,,,,,,,,,
G3116,"284979.4599999979,714825.7600000018;284979.4599999979,714830.7600000018;284984.4599999979,714830.7600000018;284984.4599999979,714825.7600000018;284979.4599999979,714825.7600000018","POLYGON ((284979.4599999979 714825.7600000018, 284979.4599999979 714830.7600000018, 284984.4599999979 714830.7600000018, 284984.4599999979 714825.7600000018, 284979.4599999979 714825.7600000018))",284981.9599999979,714828.2600000018,,,,,,,,,,,,,,
G3117,"284979.4599999979,714830.7600000018;284979.4599999979,714835.7600000018;284984.4599999979,714835.7600000018;284984.4599999979,714830.7600000018;284979.4599999979,714830.7600000018","POLYGON ((284979.4599999979 714830.7600000018, 284979.4599999979 714835.7600000018, 284984.4599999979 714835.7600000018, 284984.4599999979 714830.7600000018, 284979.4599999979 714830.7600000018))",284981.9599999979,714833.2600000018,,,,,,,,,,,,,,
G3118,"284979.4599999979,714835.7600000018;284979.4599999979,714840.7600000018;284984.4599999979,714840.7600000018;284984.4599999979,714835.7600000018;284979.4599999979,714835.7600000018","POLYGON ((284979.4599999979 714835.7600000018, 284979.4599999979 714840.7600000018, 284984.4599999979 714840.7600000018, 284984.4599999979 714835.7600000018, 284979.4599999979 714835.7600000018))",284981.9599999979,714838.2600000018,,,,,,,,,,,,,,
G3119,"284979.4599999979,714840.7600000018;284979.4599999979,714845.7600000018;284984.4599999979,714845.7600000018;284984.4599999979,714840.7600000018;284979.4599999979,714840.7600000018","POLYGON ((284979.4599999979 714840.7600000018, 284979.4599999979 714845.7600000018, 284984.4599999979 714845.7600000018, 284984.4599999979 714840.7600000018, 284979.4599999979 714840.7600000018))",284981.9599999979,714843.2600000018,,,,,,,,,,,,,,
G3120,"284979.4599999979,714845.7600000018;284979.4599999979,714850.7600000018;284984.4599999979,714850.7600000018;284984.4599999979,714845.7600000018;284979.4599999979,714845.7600000018","POLYGON ((284979.4599999979 714845.7600000018, 284979.4599999979 714850.7600000018, 284984.4599999979 714850.7600000018, 284984.4599999979 714845.7600000018, 284979.4599999979 714845.7600000018))",284981.9599999979,714848.2600000018,,,,,,,,,,,,,,
G3121,"284979.4599999979,714850.7600000018;284979.4599999979,714855.7600000018;284984.4599999979,714855.7600000018;284984.4599999979,714850.7600000018;284979.4599999979,714850.7600000018","POLYGON ((284979.4599999979 714850.7600000018, 284979.4599999979 714855.7600000018, 284984.4599999979 714855.7600000018, 284984.4599999979 714850.7600000018, 284979.4599999979 714850.7600000018))",284981.9599999979,714853.2600000018,,,,,,,,,,,,,,
G3122,"284979.4599999979,714855.7600000018;284979.4599999979,714860.7600000018;284984.4599999979,714860.7600000018;284984.4599999979,714855.7600000018;284979.4599999979,714855.7600000018","POLYGON ((284979.4599999979 714855.7600000018, 284979.4599999979 714860.7600000018, 284984.4599999979 714860.7600000018, 284984.4599999979 714855.7600000018, 284979.4599999979 714855.7600000018))",284981.9599999979,714858.2600000018,,,,,,,,,,,,,,
